CONTENIDO,dt,window,ID,followers,sentiment,post_acceptance,is_negative,engagement,TOPIC,COMMENTS,LIKES,SHARES,FOLLOWERS
"No entiendo como el PSOE, feminista y progresista, se ha dejado arrebatar por Vox lo de la prohibición del burka y el hiyab.",2026-02-17,2026-02-17,1379D13B4456EB61,134.0,1,-1.0,True,268.0,falta de competencias,0.0,0,0.0,134.0
"Apoyarán la prohibición del burka en lugares públicos?. En Francia, Melenchon lo apoyó.",2026-02-17,2026-02-17,8CBD4FABC61D0DEA,71.0,0,1.0,False,142.0,prohibición burka espacios públicos,0.0,0,0.0,71.0
"La prohibición del burka fue mucho tiempo una exigencia de la izquierda. No sé bien en qué momento dejó de serlo. Y creo que es un error, porque el monopolio de ese tema se lo ha quedado la extrema derecha, cuando yo creo que es una cuestión de derechos humanos y de feminismo.",2026-02-17,2026-02-17,721628D97C5D3156,472.0,0,0.3333333333333333,False,946.0,opción,1.0,1,0.0,472.0
"𝗘𝗹 𝗱𝗲𝗯𝗮𝘁𝗲 𝘀𝗼𝗯𝗿𝗲 𝗹𝗮 𝗽𝗿𝗼𝗵𝗶𝗯𝗶𝗰𝗶𝗼́𝗻 𝗱𝗲𝗹 𝗯𝘂𝗿𝗸𝗮 𝘆 𝗻𝗶𝗾𝗮𝗯 𝗲𝗻 𝗲𝘀𝗽𝗮𝗰𝗶𝗼𝘀 𝗽𝘂́𝗯𝗹𝗶𝗰𝗼𝘀 𝗮𝘁𝗲𝗿𝗿𝗶𝘇𝗮 𝗵𝗼𝘆 𝗲𝗻 𝗲𝗹 𝗖𝗼𝗻𝗴𝗿𝗲𝘀𝗼 a iniciativa de Vox 🥦 y con el apoyo del PP 💧

🌷 Sumar votará en contra y la tacha de “retrógrada”.

🍈 Junts mantiene la incógnita sobre su posición.

👇
electomania.es/el-debate-so...",2026-02-17,2026-02-17,AA0830D5C9D0C954,10057.0,0,-1.0,True,20116.0,debate social,0.0,2,0.0,10057.0
Vox y el PP impulsarán en el Congreso un debate sobre la prohibición del burka. El Pleno votará…,2026-02-17,2026-02-17,E76C5C0B32614E3B,110.0,0,1.0,False,220.0,debate social,0.0,0,0.0,110.0
"🧕🚫 Los precedentes judiciales que avalan la prohibición del burka en los lugares públicos

Vox ha presentado una Proposición de Ley para prohibir el burka y el niqab en lugares públicos y el PP ha adelantado que votará a favor",2026-02-17,2026-02-17,1CFE4245F4998B4E,407.0,1,1.0,False,814.0,prohibición burka,0.0,0,0.0,407.0
"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-...",2026-02-17,2026-02-17,D6EF7561519A2F37,170.0,-1,-1.0,True,340.0,rechazo,0.0,0,0.0,170.0
"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-...",2026-02-17,2026-02-17,C94BE7CC2DFB30C1,250.0,-1,-1.0,True,500.0,rechazo,0.0,0,0.0,250.0
"PP y Vox votan en el Congreso este martes la prohibición del burka y el niqab en espacios públicos
www.elplural.com/politica/esp...",2026-02-17,2026-02-17,F5C7C709BA655B7A,1986.0,0,1.0,False,3972.0,prohibición burka espacios públicos,0.0,0,0.0,1986.0
"PP y Vox desoyen la doctrina del Tribunal Supremo con su prohibición del burka y el niqab
www.elplural.com/politica/esp...",2026-02-17,2026-02-17,F5C7C709BA655B7A,1986.0,0,-1.0,True,3972.0,prohibición burka espacios públicos,0.0,0,0.0,1986.0
PP y Vox votan en el Congreso este martes la prohibición del burka y el niqab en espacios públicos,2026-02-17,2026-02-17,5B3CCB21A9B03A7C,10993.0,0,1.0,False,21992.0,prohibición burka espacios públicos,3.0,2,1.0,10993.0
"Importante: la prohibición del burka que promueve la ultraderecha no pone el foco en la libertad de las mujeres, sino en que quien viene aquí tiene, según ellos, que adaptarse a ""nuestra cultura"" (que para ellos es la cristiano-católica y excluyente, en la que no cabe nadie más).",2026-02-17,2026-02-17,80E7E8A4374AB989,455.0,-1,-1.0,True,912.0,rechazo de imposición cultural,1.0,1,0.0,455.0
"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP | España

https://www.europesays.com/es/401697/

El PP busca elementos de enganche con Vox, en un momento en que el futuro de los populares…",2026-02-17,2026-02-17,2D5412748CF9CD66,82.0,0,0.0,False,164.0,estrategia política,0.0,0,0.0,82.0
"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-... ¿cuantas personas llevan estos atuendos? No se los datos, pero de cien una? No lo se.... creo que la derecha quiere generar ruido donde no lo hay. Eso sí, propuestas que mejoren la vida a todos, NINGUNA.",2026-02-17,2026-02-17,EAF0AC2DA3DE29EE,298.0,1,-1.0,True,596.0,rechazo de imposición cultural,0.0,0,0.0,298.0
"Doble represión para las mujeres: cierta corriente de la religión musulmana (machista, como todas) que les obliga a llevar burka y la prohibición del burka que les obligan a llevar

El Supremo alertó del riesgo de aislamiento de las mujeres 
www.eldiario.es/politica/sup...",2026-02-17,2026-02-17,876A52B2A59D58F5,6190.0,1,-1.0,True,12393.0,sometimiento de las mujeres,3.0,5,5.0,6190.0
"El PP busca elementos de enganche con Vox. Y ha encontrado uno: la prohibición del uso del burka y el niqab en espacios públicos. Los dos partidos del Gobierno, PSOE y Sumar, anticipan su rechazo",2026-02-17,2026-02-17,AB49EC778314099E,163351.0,0,-0.3333333333333333,True,326717.0,estrategia política,3.0,11,1.0,163351.0
"@xabierfortes.bsky.social la prohibición del burka y nikab, no va ha hacer que, los que imponen su uso a las mujeres, vayan a permitir que salgan sin el. Probablemente signifique que esas mujeres perderán el derecho a salir a la calle.",2026-02-16,2026-02-16,23ACB99C526F39B0,0.0,-1,-1.0,True,0.0,rechazo de imposición cultural,0.0,0,0.0,0.0
"Última hora de la INFAMIA:
...PP se suma a Vox para impulsar la prohibición del burka y el niqab en España...
www.libertaddigital.com/espana/polit...
Este es el infame PACTO DE LA VERGÜENZA y del odio a los Otros, a la minoría, siempre a los más débiles...",2026-02-16,2026-02-16,BE5F3D337A44A136,2474.0,-1,-1.0,True,4951.0,rechazo de imposición cultural,0.0,2,1.0,2474.0
"PPVOX quieren prohibir la utilización del burka y niqab en los espacios públicos y, yo me pregunto si tambien pedirán la prohibición de",2026-02-16,2026-02-16,1315A2C2B899EF61,2534.0,-1,-1.0,True,5094.0,rechazo de imposición cultural,2.0,16,8.0,2534.0
"Elisa Beni defiende la prohibición del burka en España: ""Es una cárcel de tela"" ondace.ro/h7wkj1",2026-02-16,2026-02-16,7E7DFD6A462B56DF,3347.0,1,1.0,False,6695.0,prohibición burka,0.0,1,0.0,3347.0
"¿Con la prohibición del uso del burka en este país se supone que también abarcará a todos esos ultras de Núcleo Nacional por ejemplo que aparecen en sus actos con la cara tapada, no? ¿NO? O eso solo sirve para los moros...eso sería no solo algo incoherente, sino también con un tufillo algo fascista.",2026-02-16,2026-02-16,FABBA2D4C1841202,193.0,1,-1.0,True,387.0,antifascismo,0.0,1,0.0,193.0
"Una cosa que me hace gracia de lo de la prohibición del burka y del niqab es si se va a prohibir también llevar gorro+bufanda en invierno, o gafas de sol+gorra+mascarilla en verano. ¿Dónde pones el límite y por qué?",2026-02-16,2026-02-16,3A3E95859E5F5BCA,197.0,0,-1.0,True,395.0,restricción de libertades,0.0,1,0.0,197.0
PP y Vox muestran su acuerdo con la prohibición del burka en plenas negociaciones autonómicas,2026-02-16,2026-02-16,0CFFEE7D38661577,885.0,0,-1.0,True,1770.0,prohibición burka,0.0,0,0.0,885.0
Y ahora encendiendo la mecha del odio con la prohibición del burka y  el nikab en el congreso. Si se ven cuatro contadas. Con el burka 0. Ya son ganas,2026-02-15,2026-02-15,B253DE3ABD01E683,486.0,-1,-1.0,True,973.0,rechazo de imposición cultural,0.0,1,0.0,486.0
"Yolanda Díaz avisa a las ""derechas"" sobre prohibir el burka: ""Vulnera la Constitución española en su artículo 14 y 16"" La vicepresidenta segunda y ministra de Trabajo, Yolanda Díaz, ha firmado este martes que ""la propuesta de las derechas españolas"" [de prohibir el velo integral (burka y niqab) en el espacio público](https://www.heraldo.es/noticias/nacional/2026/02/17/psoe-elogia-junts-apoye-prohibicion-burka-presentada-vox-compromete-estudiar-suya-1894944.html) ""**vulnera la Constitución española en su artículo 14 y 16, que también tiene que ver con la libertad religiosa"".**

Así lo ha expresado la vicepresidenta segunda durante la rueda de prensa posterior a la reunión del Consejo de Ministros, en referencia a las **iniciativas presentadas por Vox y por Junts en el Congreso**, que defienden la prohibición del burka y el uso del velo en espacios públicos.",2026-02-18,2026-02-18,97713F711FE3999E,0.0,0,-0.3333333333333333,True,2.0,prohibición burka espacios públicos,0.0,2,0.0,0.0
"Rufián aboga por la prohibición del burka porque ""es una salvajada"", pese a votar en contra de vetarlo esta semana",2026-02-19,2026-02-19,4E56FD6945EE9AB2,0.0,1,0.0,False,2.0,rechazo de imposición cultural,0.0,2,0.0,0.0
"Yolanda Díaz avisa a las ""derechas"" sobre prohibir el burka: ""Vulnera la Constitución española en su artículo 14 y 16"" La vicepresidenta segunda y ministra de Trabajo, Yolanda Díaz, ha firmado este martes que ""la propuesta de las derechas españolas"" [de prohibir el velo integral (burka y niqab) en el espacio público](https://www.heraldo.es/noticias/nacional/2026/02/17/psoe-elogia-junts-apoye-prohibicion-burka-presentada-vox-compromete-estudiar-suya-1894944.html) ""**vulnera la Constitución española en su artículo 14 y 16, que también tiene que ver con la libertad religiosa"".**

Así lo ha expresado la vicepresidenta segunda durante la rueda de prensa posterior a la reunión del Consejo de Ministros, en referencia a las **iniciativas presentadas por Vox y por Junts en el Congreso**, que defienden la prohibición del burka y el uso del velo en espacios públicos.",2026-02-18,2026-02-18,97713F711FE3999E,0.0,0,-0.3333333333333333,True,2.0,prohibición burka espacios públicos,0.0,2,0.0,0.0
"🚨🇵🇹 La Comisión Islámica de Portugal advierte que los musulmanes abandonarían el país si se aplica oficialmente la prohibición del burka en espacios públicos.

¿Debería Portugal llevarlo a cabo?",2026-02-15,2026-02-15,4A2A93D8FA29948F,0.0,1,-1.0,True,17405.0,rechazo de imposición cultural,2744.0,11684,2977.0,0.0
"🔵 Ester Muñoz, portavoz del PP en el Congreso, afirma que irán de la mano con Vox en impulsar ""la prohibición del burka integral en la esfera pública"".",2026-02-15,2026-02-15,DAED4C81FB227D60,0.0,1,1.0,False,2466.0,prohibición burka,368.0,1825,273.0,0.0
"Si lo que quieres es menos musulmanas en España, las deportas, no las quitas el burka para que se pongan un hiyab.

La prohibición del burka son las migajas del neofeminismo de derechas para mantener entretenido al electorado en su “lucha contra la islamización”.",2026-02-15,2026-02-15,662A1244FFD40DA0,0.0,-1,-1.0,True,566.0,rechazo de imposición cultural,17.0,487,62.0,0.0
"🇪🇸 | VOX, sobre la prohibición del burka y el niqab que va a impulsar en el Congreso:

«En VOX no queremos a ninguna mujer encerrada en una cárcel de tela en España».",2026-02-16,2026-02-16,2008FDB1055B52E3,0.0,1,0.3333333333333333,False,842.0,rechazo de imposición cultural,11.0,629,202.0,0.0
"🚨☪️🇪🇸 ÚLTIMA HORA: La prohibición del burka llega a España tras una propuesta de ley de VOX para prohibir la vestimenta islámica machista en espacios públicos.

La iniciativa propone multas de 600€, que podrán incrementarse hasta 30.000€ en caso de reincidencia.

¿Qué opinas?",2026-02-16,2026-02-16,4A2A93D8FA29948F,0.0,1,0.0,False,3227.0,prohibición burka espacios públicos,286.0,2369,572.0,0.0
"☪️🇪🇸 La prohibición del burka y el niqab llega a España tras una propuesta de ley de VOX para prohibir la vestimenta islámica machista en espacios públicos

La iniciativa propone multas de 600€, que podrán incrementarse hasta 30.000€ en caso de reincidencia

¿Qué opinas tú? 🤔",2026-02-16,2026-02-16,9BA5A11F550CDD0E,0.0,1,-1.0,True,6936.0,prohibición burka,759.0,4728,1449.0,0.0
‼️🇪🇸 | VOX sobre la prohibición del burka y el niqab en el Congreso: “En VOX no queremos a ninguna mujer encerrada en una cárcel de tela en España”.,2026-02-16,2026-02-16,D882AA5C984868CA,0.0,1,-1.0,True,359.0,prohibición burka,2.0,279,78.0,0.0
"#LaNoche24hLa prohibición del burka nos parece bien a todos los demócratas, de derechas e izquierdas. Atenta contra la dignidad, derechos y libertades de la mujer. Por él son asesinadas miles de mujeres al año. Dejad de blanquearlo. No es libertad. Es machismo.",2026-02-16,2026-02-16,673BFF5902EF8945,0.0,-1,-1.0,True,625.0,rechazo de imposición cultural,4.0,466,155.0,0.0
"Elisa Beni defiende la prohibición del burka en España: ""Es una cárcel de tela""ondace.ro/h7wkj2",2026-02-16,2026-02-16,5D299DE4085A8369,0.0,1,1.0,False,885.0,prohibición burka,28.0,699,158.0,0.0
El verdadero debate es que los que defienden la prohibición del burka porque “tapa a la mujer” me censuran por “enseñar demasiado”. El cuerpo de la mujer como arma política siempre,2026-02-16,2026-02-16,0DD95CCAA986F272,0.0,-1,-1.0,True,92.0,sometimiento de las mujeres,6.0,78,8.0,0.0
"Sumar tacha de ""retrógrada"" la prohibición del burka y carga contra Vox y el PP

✍️@AntonioMoleon21libertaddigital.com/espana/p…",2026-02-16,2026-02-16,EA354B9BB0DE1EC9,0.0,1,-1.0,True,508.0,rechazo de imposición cultural,270.0,146,92.0,0.0
"La miserable izquierda española, con sus ridículas y lerdas feministas, en contra de la prohibición del burka y el niqab en España.

Son tan cretinos que no entienden que está denigración de la mujer, absolutamente anticonstitucional, está por encima de cualquier ideología.",2026-02-16,2026-02-16,9A0BAE69718AD2D8,0.0,-1,-1.0,True,248.0,rechazo de imposición cultural,23.0,148,77.0,0.0
🚨 PP y Vox votarán en el Congreso la prohibición del burka en espacios públicos.okdiario.com/espana/pp-vox-p…,2026-02-16,2026-02-16,DAED4C81FB227D60,0.0,0,1.0,False,429.0,prohibición burka espacios públicos,22.0,334,73.0,0.0
La prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…a través de@ABC_Sociedad,2026-02-17,2026-02-17,F7C687BD362E352B,0.0,1,-1.0,True,0.0,rechazo de imposición cultural,0.0,0,0.0,0.0
"❌ PP y Vox reclaman al Gobierno la prohibición del burka en los espacios públicos de España 

➡️ La izquierda ha recocido que el velo integral islámico somete a las mujeres pero han rechazado la propuestalarazon.es/espana/vox-reclam…",2026-02-17,2026-02-17,996A8617A2C38B8B,0.0,0,0.0,False,35.0,prohibición burka,5.0,20,10.0,0.0
"➡️ La prohibición del burka y el niqab en los espacios públicos decaerá por el rechazo de Junts 

✍️ Por@gregoriacarodabc.es/sociedad/prohibicion-…",2026-02-17,2026-02-17,057A88CD721EC968,0.0,1,-1.0,True,4.0,rechazo de imposición cultural,3.0,0,1.0,0.0
🔴#ÚLTIMAHORALa prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…,2026-02-17,2026-02-17,057A88CD721EC968,0.0,1,-1.0,True,63.0,rechazo de imposición cultural,26.0,24,13.0,0.0
La prohibición del burka y el niqab en los espacios públicos decaerá por el rechazo de Juntsabc.es/sociedad/prohibicion-…,2026-02-17,2026-02-17,17F21A233D511C56,0.0,1,-1.0,True,0.0,rechazo de imposición cultural,0.0,0,0.0,0.0
"Estas feministas que han votado en contra de la prohibición del burka, a mi, no me representan",2026-02-17,2026-02-17,B8B9DF5226C4ACA8,0.0,1,-1.0,True,2.0,rechazo de imposición cultural,1.0,0,1.0,0.0
"Hoy se debate y vota en el@Congreso_Esla prohibición del burka y el nicab. Apunten quienes voten a favor de mantener estas cárceles de tela para mujeres y niñas. Porque el velo no es un mero trapo, es la imposición de una moral patriarcal que subordina y daña a las mujeres. Es, como señala hoy Najat El Hachmi en el El País, «la parte visible de una política se×ual que pretende anular nuestra condición de sujetos deseantes». 

Es además un símbolo del islamismo, un símbolo de conquista sobre mujeres y territorios que debe ser tajantemente prohibido. Apunten quienes lo normalizan, legitiman y hasta celebran llamando expresión de la diversidad a lo que es un sumisión y vioIencia.",2026-02-17,2026-02-17,303AB19787E3FAC2,0.0,1,-1.0,True,2922.0,prohibición burka espacios públicos,85.0,2023,814.0,0.0
"Los golpistas cuyo líder es, además, un cobarde huido de la justicia, se hacen los estrechos. Os va a comer vivos Silvia Orriols. Tic tac…

Junts registra una proposición de ley sobre la prohibición del burka para evitar apoyar la de Voxabc.es/espana/junts-registra…vía@ABCespana",2026-02-17,2026-02-17,9C216CA674E4EAA6,0.0,0,-0.5,True,268.0,debate social,5.0,197,66.0,0.0
🔴 ÚLTIMA HORA | El PP rechaza en Ceuta y Melilla la prohibición del burka que dice que apoyará en el Congresogaceta.es/espana/el-pp-de-ce…,2026-02-17,2026-02-17,961E0FD72413E02A,0.0,0,-1.0,True,2592.0,estrategia política,187.0,1378,1027.0,0.0
"He escuchado con toda la atención posible el debate sobre la prohibición del burka en el espacio público en el Congreso y puedo garantizar con métrica (de falacias de manual, todo el catálogo) que nunca, nunca en la historia de la democracia hemos vivido un nivel más deplorable.",2026-02-17,2026-02-17,54CBAB87948CCEC3,0.0,1,-1.0,True,1110.0,deplorable,19.0,903,188.0,0.0
"Los partidos de derecha de España impulsan la prohibición del burka y el gobierno (izquierda) la rechaza.
Pero como esto es X, les quiero preguntar a ustedes su opinión al respecto.
Burka: ¿Sí o No?",2026-02-17,2026-02-17,64D3BE9FB698F8A8,0.0,0,-1.0,True,7605.0,prohibición burka,4197.0,2462,946.0,0.0
"Recuerdo hace unos años cuando las azafatas de la fórmula 1, que se vestían como les salía del coño, sufrieron un boicot por parte de las feministas porque su vestimenta las cosificaba.
Hoy, son las mismas que están en contra de la prohibición del burka.",2026-02-17,2026-02-17,88B003C0E23384D0,0.0,1,0.3333333333333333,False,9981.0,rechazo de imposición cultural,98.0,7613,2270.0,0.0
"Las mujeres que han votado en contra de la prohibición del burka reconocen que no les gusta; ninguna se lo pondría y, por lo que sea, han votado en contra.",2026-02-17,2026-02-17,9FC654E9F8CA238D,0.0,0,-1.0,True,321.0,opción,10.0,247,64.0,0.0
La izquierda en bloque se opone a la prohibición del burka y el nikab en espacios públicos. Apoyan la exhibición desacomplejada del peor de los machismos. Vergüenza eterna.,2026-02-17,2026-02-17,D69DCCAB395D09F5,0.0,-1,-1.0,True,2067.0,rechazo de imposición cultural,42.0,1418,607.0,0.0
"@grok, ¿Los simpatizantes de Junts se están rebelando contra el referendo por la prohibición del burka?",2026-02-17,2026-02-17,D4B1169C7266C7F9,0.0,1,-1.0,True,1.0,rechazo de imposición cultural,1.0,0,0.0,0.0
"🇪🇸 | Abascal, antes de votar su propuesta de prohibición del burka rechazada por los independentistas catalanes, denuncia que «el separatismo catalán, tanto de izquierdas como de derechas, prefiere una república islámica de Cataluña antes que una España que defienda la dignidad y la libertad de la mujer».",2026-02-17,2026-02-17,2008FDB1055B52E3,0.0,-1,-1.0,True,1994.0,rechazo de imposición cultural,21.0,1497,476.0,0.0
"De nuevo la psyop de la prohibición del burka, algo que aún no pueden conseguir y que están utilizando cada vez que PP y VOX fingen separación estratégica.

Y ante esa campaña ideológica judía, no podía fallar Horizonte para hablar de la islamización de España.",2026-02-17,2026-02-17,834B3324DE445A3D,0.0,0,-1.0,True,28.0,estrategia política,0.0,19,9.0,0.0
"❌️ Escuchen a la Yoli que dice que la prohibición del burka vulnera la Constitución. 
Y yo te digo a tí: Estáis vulnerando vosotros todos los días La Constitución. 
❌️ España está SIN PRESUPUESTOS.‼️",2026-02-17,2026-02-17,3E097B1F4EF48041,0.0,-1,-1.0,True,772.0,rechazo de imposición cultural,41.0,489,242.0,0.0
El PP rechaza en Ceuta y Melilla la prohibición del burka que dice que apoyará en el Congresogaceta.es/espana/el-pp-de-ce…vía@gaceta_es,2026-02-17,2026-02-17,BBA6DFBF4F68DC26,0.0,1,-1.0,True,440.0,rechazo de imposición cultural,27.0,236,177.0,0.0
"Los fanáticos queer van a intentar convencernos de que la prohibición del burka es cosa de la extrema derecha. No se os olvide que las feministas llevamos décadas denunciando la misoginia de las religiones, y que en Irán hay mujeres asesinadas por luchar contra el velo y el burka",2026-02-17,2026-02-17,0E282675B7FE289B,0.0,1,0.3333333333333333,False,529.0,antifascismo,16.0,392,121.0,0.0
"🇪🇸⛔️🧕🏽 A colación sobre el tema de la prohibición del Burka en España a instancia de VOX, les comparto esta reflexión…

🗣️ Nilufar Saberi (refugiada iraní y activista feminista):
“Tú, como mujer, eres responsable del comportamiento sexual del varón…
Así enseña el islam a las niñas a tener que cubrirse para evitar tentaciones al varón”

¿Entiendes que los colectivos Feministas, Progres y LGBT estén contra la prohibición de la machista/misógina prenda del Burka? 🤔",2026-02-17,2026-02-17,9BA5A11F550CDD0E,0.0,1,-1.0,True,1855.0,misoginia,43.0,1159,653.0,0.0
La prohibición del burka y el niqab en los espacios públicos decae por el rechazo de Juntsabc.es/sociedad/prohibicion-…vía@ABC_Sociedad,2026-02-18,2026-02-18,BCB65FF3589CA66F,0.0,1,-1.0,True,0.0,rechazo de imposición cultural,0.0,0,0.0,0.0
"Pero@gabrielrufian, colega, que ayer, AYER! Votaste en contra de la propuesta de prohibición del burka en el Congreso.",2026-02-18,2026-02-18,57A9AF5EFB9D7A73,0.0,1,-1.0,True,5898.0,rechazo de imposición cultural,70.0,4683,1145.0,0.0
"El problema de plantear que no procede la prohibición del burka porque no ha logrado disminuir su uso en otros países, es que alguien podrá responder que nuestra legislación contra la violencia de género tampoco ha logrado bajar las estadísticas.",2026-02-18,2026-02-18,7C259729159F4E18,0.0,0,-1.0,True,120.0,rechazo de imposición cultural,9.0,85,26.0,0.0
"PROHIBICIÓN DEL BURKA Y EL NIQAB

✅ VOX propondrá al pleno del Ayto. Murcia que se prohíba acceder con el rostro cubierto a cualquier dependencia municipal 

👉🏽para garantizar la Seguridad 
👉🏽y porque las cárceles de tela no son compatibles con nuestras costumbres#gmvoxmurcia",2026-02-18,2026-02-18,F0BFF7F20B26DA92,0.0,1,-0.5,True,125.0,prohibición burka,5.0,69,51.0,0.0
"Que Yolanda Díaz diga que la prohibición del burka es de derechas, antirreligiosa y anticonstitucional es para vomitar.
Parece que el feminismo y la liberación de cualquier mujer ante una vestimenta totalmente opresiva, le importa mucho menos.

Es la hipocresía de esta gente.",2026-02-17,2026-02-17,DF087002B98D8692,0.0,-1,-1.0,True,803.0,opresión,78.0,522,203.0,0.0
"PROHIBICIÓN DEL BURKA Y EL NIQAB

✅ VOX propondrá al pleno del Ayto. Murcia que se prohíba acceder con el rostro cubierto a cualquier dependencia municipal 

👉🏽para garantizar la Seguridad 
👉🏽y porque las cárceles de tela no son compatibles con nuestras costumbres#gmvoxmurcia",2026-02-18,2026-02-18,F0BFF7F20B26DA92,0.0,1,-0.5,True,49.0,prohibición burka,1.0,34,14.0,0.0
"Tenso debate entre Tesh Sidi y Albiol al defender la prohibición del burka: ""No entiendo como las que vais de feministas ponéis peros""#TEM18Fver.tw/npn704",2026-02-18,2026-02-18,D511D7E1BAA2905F,0.0,0,-1.0,True,6.0,debate social,1.0,4,1.0,0.0
"🚨 IMPACTANTE:

🇵🇹 El portugués André Ventura envía un mensaje tras la PROHIBICIÓN del burka:

""¿Quieres usar una burka?

Es muy fácil, regresa a tu país de origen. Toma un vuelo a Arabia Saudita o Afganistán. ¡Aquí no!""",2026-02-19,2026-02-19,4A2A93D8FA29948F,0.0,1,-0.3333333333333333,True,116.0,prohibición burka,2.0,77,37.0,0.0
"Os pongo un par de vídeos de@guidoprincesay yo hablando de seguridad en los barrios y de prohibición del burka. Son de hace diez años. Al salir nos llamaron racistas y fascistas.

Ah, no. Espera; me he equivocado. Son los videos de dos sinvergüenzas que empiezan a perder votos.",2026-02-19,2026-02-19,9640972FA40F0BF2,0.0,1,0.0,False,3424.0,rechazo de imposición cultural,26.0,2521,877.0,0.0
"Parece que quién no lo tiene claro son los que votaron en contra de la prohibición del burka, ¿Eres o te haces?",2026-02-19,2026-02-19,AEC70BBA69149619,0.0,1,-1.0,True,1.0,rechazo de imposición cultural,0.0,1,0.0,0.0
Tenemos a miembros del gobierno diciendo que la prohibición del burka y el niqab vulnera la libertad religiosa. No sé por qué no han denunciado a los países UE que lo han prohibido hace décadas ante la Comisión Europea por infracción del Derecho de la Unión,2026-02-17,2026-02-17,4FEE54DB9BFF3CBB,0.0,1,-0.3333333333333333,True,1940.0,restricción de libertades,61.0,1426,453.0,0.0
"“La prohibición del burka se usa como marcador ideológico; da pena que Vox convierta estos debates en un lodazal y lo capitalice”

📻@anvillarinoen#ElAbierto🎧 Audios de la tertulia:cadenaser.com/podcast/cadena…📹 Vídeo:youtube.com/watch?v=Vmv1lnlC…",2026-02-18,2026-02-18,7B7E8676B2DAB93F,0.0,-1,-1.0,True,23.0,opresión,13.0,7,3.0,0.0
¿Para la prohibición del burka no os aplica la mierda de paradoja de Popper que tanto os gustaba?,2026-02-19,2026-02-19,DABBE83E17EA291D,0.0,0,-1.0,True,96.0,paradoja de Popper,1.0,83,12.0,0.0
"Un día votas en contra de la prohibición del burka y al siguiente dices que es una salvajada en el evento en el que tratas de erigirte como nueva cabeza visible de la denominada ""izquierda"". Gabriel Rufián. No tratéis de entenderlo.",2026-02-19,2026-02-19,26C35C9D68A32651,0.0,1,-1.0,True,704.0,deplorable,29.0,521,154.0,0.0
"‼️ ""El burka es una salvajada. Si somos izquierda laica de verdad, no podemos permitir que se invisibilice a las mujeres de esa manera""

Rufián manifiesta su opinión tras el debate generado por la prohibición del burka",2026-02-19,2026-02-19,794945DE17CCA3AA,0.0,1,-1.0,True,378.0,antifascismo,94.0,250,34.0,0.0
🔴 Ada Colau sobre la prohibición del burka: “también los nazarenos de Semana Santa porque van todos tapados”.,2026-02-20,2026-02-20,9F6EC561F62849FA,0.0,0,-1.0,True,133.0,antifascismo,52.0,64,17.0,0.0
"No soló de la prohibición del burka. También la prohibición de cualquier musulmán y expulsión a cualquier país donde se practique esa religión... 
El Islam es incompatible con la cultura española. 
El Islam odia a la mujer, a los perros, al jamón, a las cervezas.. Etc. Dan asco",2026-02-20,2026-02-20,C937F0812FAA0807,0.0,-1,-1.0,True,0.0,opresión,0.0,0,0.0,0.0
"El Sr. Galán cree que la prohibición del burka puede suponer una infantilización de la mujer. No Sr. Galán: ni aquí ni en Afganistán llevar burka es una decisión personal. Para empezar, porque las mujeres que en España lo llevan proceden de países donde su uso es obligatorio.",2026-02-21,2026-02-21,9FC654E9F8CA238D,0.0,1,-1.0,True,867.0,opresión,27.0,683,157.0,0.0
"Rufián habla ahora de ""salvajismo"" para intentar vender su nuevo proyecto, cuando lleva años defendiendo la destrucción de España, de su cultura y la sustitución étnica.

Tan solo 24 horas antes de estas declaraciones, había votado en contra de la prohibición del burka en nuestro país.

La hipocresía de esta gente no tiene precedentes. No engañan a nadie.",2026-02-21,2026-02-21,988CFC68C86B9FE7,0.0,1,-1.0,True,2183.0,hipocresía,68.0,1654,461.0,0.0
"La trinchera de Llamas en esRadio a la postura de la izquierda en el debate de la prohibición del burka con insólitas declaraciones como las de Patxi López, enmarcando esta prenda en la ""expresión de la libertad religiosa"".",2026-02-21,2026-02-21,7FF4C1CD132178BE,0.0,1,-1.0,True,5.0,hipocresía,1.0,2,2.0,0.0
"➡@ObispoGinessobre la prohibición del burka: “Vulnerar la libertad religiosa es peligrosa porque hoy puede tocar al islam y mañana al cristianismo""

➡El obispo de Getafe analiza en@findesemanacopela medida propuesta por Voxver.cope.es/rtu032",2026-02-21,2026-02-21,47B29D7C1DAFCD16,0.0,0,-1.0,True,16.0,libertad religiosa,2.0,12,2.0,0.0
"Ah, que ya es that time of the year again, el time del debate sobre el burka.
Así a ojo, cuántos debates clónicos habrá habido en tuíter sobre la prohibición del burka? Más o menos que sobre el BDSM?",2026-02-18,2026-02-18,B2498D47E7CB7ED0,0.0,0,-1.0,True,6.0,debate social,0.0,4,2.0,0.0
